"08507: Air transport. Passengers, by airport, type of traffic, domestic/international flights, passenger group, contents and month"

"airport";"type of traffic";"domestic/international flights";"passenger group";"Passengers 2009M01";"Passengers 2009M02";"Passengers 2009M03";"Passengers 2009M04";"Passengers 2009M05";"Passengers 2009M06";"Passengers 2009M07";"Passengers 2009M08";"Passengers 2009M09";"Passengers 2009M10";"Passengers 2009M11";"Passengers 2009M12";"Passengers 2010M01";"Passengers 2010M02";"Passengers 2010M03";"Passengers 2010M04";"Passengers 2010M05";"Passengers 2010M06";"Passengers 2010M07";"Passengers 2010M08";"Passengers 2010M09";"Passengers 2010M10";"Passengers 2010M11";"Passengers 2010M12";"Passengers 2011M01";"Passengers 2011M02";"Passengers 2011M03";"Passengers 2011M04";"Passengers 2011M05";"Passengers 2011M06";"Passengers 2011M07";"Passengers 2011M08";"Passengers 2011M09";"Passengers 2011M10";"Passengers 2011M11";"Passengers 2011M12";"Passengers 2012M01";"Passengers 2012M02";"Passengers 2012M03";"Passengers 2012M04";"Passengers 2012M05";"Passengers 2012M06";"Passengers 2012M07";"Passengers 2012M08";"Passengers 2012M09";"Passengers 2012M10";"Passengers 2012M11";"Passengers 2012M12";"Passengers 2013M01";"Passengers 2013M02";"Passengers 2013M03";"Passengers 2013M04";"Passengers 2013M05";"Passengers 2013M06";"Passengers 2013M07";"Passengers 2013M08";"Passengers 2013M09";"Passengers 2013M10";"Passengers 2013M11";"Passengers 2013M12";"Passengers 2014M01";"Passengers 2014M02";"Passengers 2014M03";"Passengers 2014M04";"Passengers 2014M05";"Passengers 2014M06";"Passengers 2014M07";"Passengers 2014M08";"Passengers 2014M09";"Passengers 2014M10";"Passengers 2014M11";"Passengers 2014M12";"Passengers 2015M01";"Passengers 2015M02";"Passengers 2015M03";"Passengers 2015M04";"Passengers 2015M05";"Passengers 2015M06";"Passengers 2015M07";"Passengers 2015M08";"Passengers 2015M09";"Passengers 2015M10";"Passengers 2015M11";"Passengers 2015M12";"Passengers 2016M01";"Passengers 2016M02";"Passengers 2016M03";"Passengers 2016M04";"Passengers 2016M05";"Passengers 2016M06";"Passengers 2016M07";"Passengers 2016M08";"Passengers 2016M09";"Passengers 2016M10";"Passengers 2016M11";"Passengers 2016M12";"Passengers 2017M01";"Passengers 2017M02";"Passengers 2017M03";"Passengers 2017M04";"Passengers 2017M05";"Passengers 2017M06";"Passengers 2017M07";"Passengers 2017M08";"Passengers 2017M09";"Passengers 2017M10";"Passengers 2017M11";"Passengers 2017M12";"Passengers 2018M01";"Passengers 2018M02";"Passengers 2018M03";"Passengers 2018M04";"Passengers 2018M05";"Passengers 2018M06";"Passengers 2018M07";"Passengers 2018M08";"Passengers 2018M09";"Passengers 2018M10";"Passengers 2018M11";"Passengers 2018M12";"Passengers 2019M01";"Passengers 2019M02";"Passengers 2019M03";"Passengers 2019M04";"Passengers 2019M05";"Passengers 2019M06";"Passengers 2019M07";"Passengers 2019M08";"Passengers 2019M09";"Passengers 2019M10";"Passengers 2019M11";"Passengers 2019M12";"Passengers 2020M01";"Passengers 2020M02";"Passengers 2020M03";"Passengers 2020M04";"Passengers 2020M05";"Passengers 2020M06";"Passengers 2020M07";"Passengers 2020M08";"Passengers 2020M09"
"Svolvær Helle";"Freight";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Svolvær Helle";"Freight";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Svolvær Helle";"Freight";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Svolvær Helle";"Helicopter, continental shelf";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Svolvær Helle";"Helicopter, continental shelf";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Svolvær Helle";"Helicopter, continental shelf";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Svolvær Helle";"Helicopter, other";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Svolvær Helle";"Helicopter, other";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Svolvær Helle";"Helicopter, other";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Svolvær Helle";"Other commercial flights";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Svolvær Helle";"Other commercial flights";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Svolvær Helle";"Other commercial flights";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sørkjosen";"All commercial flights";"Domestic flights";"Total passengers on board at departure and arrival";2059;3335;2371;2511;2673;3032;3520;3084;2979;3155;2539;2515;2385;2378;2469;2199;2632;2493;2611;2995;3117;2676;2756;2595;2344;2507;3364;2858;3394;3337;2905;3030;3490;3288;2929;2869;2715;3006;3071;2549;3108;2679;3540;2704;2812;3278;3170;2796;2261;2753;3071;3024;2932;3905;3463;3476;4046;4623;3222;2507;3846;3747;3719;2835;3365;3170;2224;2476;3138;2785;2680;2359;2280;2289;3213;2985;3175;3211;2958;2717;2876;3164;2878;2257;2458;3047;2766;2857;2892;3451;2567;3321;3686;3841;3967;3115;2791;3414;3818;2347;2446;2773;2006;2336;2548;2572;2423;1890;1896;2155;2301;2200;2572;2451;2284;2697;2033;2548;2497;1824;2100;2191;2306;2192;2500;2505;2459;2522;2760;2644;2741;1906;2169;2118;942;0;0;1231;2574;2620;3140
"Sørkjosen";"All commercial flights";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sørkjosen";"All commercial flights";"Domestic and international flights";"Total passengers on board at departure and arrival";2059;3335;2371;2511;2678;3032;3520;3084;2979;3155;2539;2515;2385;2378;2469;2199;2632;2493;2611;2995;3117;2676;2756;2595;2344;2507;3364;2858;3394;3337;2905;3030;3490;3288;2929;2869;2715;3006;3071;2549;3108;2679;3540;2704;2812;3278;3170;2796;2261;2753;3071;3024;2932;3905;3463;3476;4046;4623;3222;2507;3846;3747;3719;2835;3365;3170;2224;2476;3138;2785;2680;2359;2280;2289;3213;2985;3175;3211;2958;2717;2876;3164;2878;2257;2458;3047;2766;2857;2892;3451;2567;3321;3686;3841;3967;3115;2791;3414;3818;2347;2446;2773;2006;2336;2548;2572;2423;1890;1896;2155;2301;2200;2572;2451;2284;2697;2033;2548;2497;1824;2100;2191;2306;2192;2500;2505;2459;2522;2760;2644;2741;1906;2169;2118;942;0;0;1231;2574;2620;3140
"Sørkjosen";"Scheduled passenger flights";"Domestic flights";"Total passengers on board at departure and arrival";2059;3335;2371;2511;2673;3032;3520;3084;2979;3155;2539;2515;2385;2378;2469;2199;2632;2493;2611;2995;3117;2676;2756;2595;2344;2507;3364;2858;3394;3337;2905;3030;3490;3288;2929;2869;2715;3006;3071;2549;3108;2679;3540;2704;2812;3278;3170;2796;2261;2753;3071;3024;2932;3905;3463;3476;4046;4623;3222;2507;3846;3747;3719;2835;3365;3170;2224;2476;3138;2785;2680;2359;2280;2289;3213;2985;3175;3211;2958;2717;2876;3164;2878;2257;2426;3047;2766;2857;2892;3451;2567;3321;3686;3841;3967;3115;2791;3414;3818;2347;2446;2773;2006;2336;2548;2572;2423;1890;1896;2135;2301;2200;2572;2451;2284;2697;2032;2548;2497;1824;2100;2191;2306;2192;2500;2505;2459;2522;2760;2644;2741;1906;2169;2118;942;0;0;1231;2574;2620;3140
"Sørkjosen";"Scheduled passenger flights";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sørkjosen";"Scheduled passenger flights";"Domestic and international flights";"Total passengers on board at departure and arrival";2059;3335;2371;2511;2673;3032;3520;3084;2979;3155;2539;2515;2385;2378;2469;2199;2632;2493;2611;2995;3117;2676;2756;2595;2344;2507;3364;2858;3394;3337;2905;3030;3490;3288;2929;2869;2715;3006;3071;2549;3108;2679;3540;2704;2812;3278;3170;2796;2261;2753;3071;3024;2932;3905;3463;3476;4046;4623;3222;2507;3846;3747;3719;2835;3365;3170;2224;2476;3138;2785;2680;2359;2280;2289;3213;2985;3175;3211;2958;2717;2876;3164;2878;2257;2426;3047;2766;2857;2892;3451;2567;3321;3686;3841;3967;3115;2791;3414;3818;2347;2446;2773;2006;2336;2548;2572;2423;1890;1896;2135;2301;2200;2572;2451;2284;2697;2032;2548;2497;1824;2100;2191;2306;2192;2500;2505;2459;2522;2760;2644;2741;1906;2169;2118;942;0;0;1231;2574;2620;3140
"Sørkjosen";"Non-scheduled passenger flights";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sørkjosen";"Non-scheduled passenger flights";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sørkjosen";"Non-scheduled passenger flights";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sørkjosen";"Freight";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sørkjosen";"Freight";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sørkjosen";"Freight";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sørkjosen";"Helicopter, continental shelf";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sørkjosen";"Helicopter, continental shelf";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sørkjosen";"Helicopter, continental shelf";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sørkjosen";"Helicopter, other";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sørkjosen";"Helicopter, other";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sørkjosen";"Helicopter, other";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sørkjosen";"Other commercial flights";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sørkjosen";"Other commercial flights";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sørkjosen";"Other commercial flights";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Tromsø Langnes";"All commercial flights";"Domestic flights";"Total passengers on board at departure and arrival";109093;117936;138406;133232;136533;159316;151863;145943;140539;145124;133284;113919;114598;125616;146215;105939;140156;159036;152452;154297;151095;147585;134024;115912;122058;127056;151392;144968;168825;178191;156326;164412;168987;160955;155911;137944;147630;159394;176531;147933;172809;167312;172919;169870;166419;172893;172324;138661;150689;160472;169299;166905;160041;181664;161857;165171;179108;168976;158752;141568;159203;160016;177219;158960;164400;191203;168056;161942;167344;169387;163364;144738;151379;159684;177610;155076;166145;188242;166956;165894;171437;180079;180538;158427;169472;174901;169839;164940;173917;196041;181311;184177;182755;183757;173576;159111;176438;175387;197310;171082;190743;205663;188494;198768;186049;197374;184783;165172;177732;180803;190344;176523;179902;197667;192603;192919;181759;198577;188010;164939;180476;182577;201582;165912;179186;198028;188385;188688;192462;205044;183623;165618;183557;182852;99143;27746;47813;78015;122786;109489;108587
"Tromsø Langnes";"All commercial flights";"International flights";"Total passengers on board at departure and arrival";4126;3671;4023;4762;7689;10002;11006;10033;8159;5155;3780;3569;4428;3704;4045;2163;7481;10937;15327;11439;7773;4308;3377;3620;3638;5105;4321;3413;5788;7213;13149;8273;5807;3224;2325;1553;1381;3188;2342;911;7735;10924;16403;9799;7807;1547;1987;2114;2370;5608;6359;4975;11271;13820;18441;13568;10531;4593;4385;5744;6486;9721;9693;5004;11504;14881;16158;13625;10404;5789;5400;6645;8859;9952;9747;3155;5158;8544;12237;8104;5543;3725;6240;6787;8536;8703;10185;3161;4580;7911;14368;8772;4701;4902;8270;10760;12202;14990;14228;5502;5803;11512;17060;9400;7294;5283;8629;16448;20372;22911;21149;7689;9892;13559;21444;14815;9023;9187;13749;24793;27253;30440;27464;9439;10461;16819;24919;17320;12405;12982;17804;29368;33753;36353;14507;160;7;269;2481;3549;522
