"08507: Air transport. Passengers, by airport, type of traffic, domestic/international flights, passenger group, contents and month"

"airport";"type of traffic";"domestic/international flights";"passenger group";"Passengers 2009M01";"Passengers 2009M02";"Passengers 2009M03";"Passengers 2009M04";"Passengers 2009M05";"Passengers 2009M06";"Passengers 2009M07";"Passengers 2009M08";"Passengers 2009M09";"Passengers 2009M10";"Passengers 2009M11";"Passengers 2009M12";"Passengers 2010M01";"Passengers 2010M02";"Passengers 2010M03";"Passengers 2010M04";"Passengers 2010M05";"Passengers 2010M06";"Passengers 2010M07";"Passengers 2010M08";"Passengers 2010M09";"Passengers 2010M10";"Passengers 2010M11";"Passengers 2010M12";"Passengers 2011M01";"Passengers 2011M02";"Passengers 2011M03";"Passengers 2011M04";"Passengers 2011M05";"Passengers 2011M06";"Passengers 2011M07";"Passengers 2011M08";"Passengers 2011M09";"Passengers 2011M10";"Passengers 2011M11";"Passengers 2011M12";"Passengers 2012M01";"Passengers 2012M02";"Passengers 2012M03";"Passengers 2012M04";"Passengers 2012M05";"Passengers 2012M06";"Passengers 2012M07";"Passengers 2012M08";"Passengers 2012M09";"Passengers 2012M10";"Passengers 2012M11";"Passengers 2012M12";"Passengers 2013M01";"Passengers 2013M02";"Passengers 2013M03";"Passengers 2013M04";"Passengers 2013M05";"Passengers 2013M06";"Passengers 2013M07";"Passengers 2013M08";"Passengers 2013M09";"Passengers 2013M10";"Passengers 2013M11";"Passengers 2013M12";"Passengers 2014M01";"Passengers 2014M02";"Passengers 2014M03";"Passengers 2014M04";"Passengers 2014M05";"Passengers 2014M06";"Passengers 2014M07";"Passengers 2014M08";"Passengers 2014M09";"Passengers 2014M10";"Passengers 2014M11";"Passengers 2014M12";"Passengers 2015M01";"Passengers 2015M02";"Passengers 2015M03";"Passengers 2015M04";"Passengers 2015M05";"Passengers 2015M06";"Passengers 2015M07";"Passengers 2015M08";"Passengers 2015M09";"Passengers 2015M10";"Passengers 2015M11";"Passengers 2015M12";"Passengers 2016M01";"Passengers 2016M02";"Passengers 2016M03";"Passengers 2016M04";"Passengers 2016M05";"Passengers 2016M06";"Passengers 2016M07";"Passengers 2016M08";"Passengers 2016M09";"Passengers 2016M10";"Passengers 2016M11";"Passengers 2016M12";"Passengers 2017M01";"Passengers 2017M02";"Passengers 2017M03";"Passengers 2017M04";"Passengers 2017M05";"Passengers 2017M06";"Passengers 2017M07";"Passengers 2017M08";"Passengers 2017M09";"Passengers 2017M10";"Passengers 2017M11";"Passengers 2017M12";"Passengers 2018M01";"Passengers 2018M02";"Passengers 2018M03";"Passengers 2018M04";"Passengers 2018M05";"Passengers 2018M06";"Passengers 2018M07";"Passengers 2018M08";"Passengers 2018M09";"Passengers 2018M10";"Passengers 2018M11";"Passengers 2018M12";"Passengers 2019M01";"Passengers 2019M02";"Passengers 2019M03";"Passengers 2019M04";"Passengers 2019M05";"Passengers 2019M06";"Passengers 2019M07";"Passengers 2019M08";"Passengers 2019M09";"Passengers 2019M10";"Passengers 2019M11";"Passengers 2019M12";"Passengers 2020M01";"Passengers 2020M02";"Passengers 2020M03";"Passengers 2020M04";"Passengers 2020M05";"Passengers 2020M06";"Passengers 2020M07";"Passengers 2020M08";"Passengers 2020M09"
"Kristiansand Kjevik";"Scheduled passenger flights";"Domestic and international flights";"Total passengers on board at departure and arrival";56952;57709;68740;66842;71181;78315;62069;64680;75499;75444;69257;52832;55844;60332;70232;47439;71738;65749;62080;69488;81909;79609;72111;59941;62466;62967;75031;69180;82762;82954;66916;72594;88692;86083;81187;65661;69372;70394;84194;76721;88384;88561;73742;80260;92110;92788;83608;63850;69722;71142;74628;85982;87472;97398;82617;83313;102032;101008;86027;69424;73475;71539;86107;84038;87789;97681;77578;81455;97290;94766;84275;69487;70482;70930;83613;83107;89562;95930;86140;86368;97043;94927;85810;69035;68392;73094;78409;82849;86848;92063;79172;83515;94324;91547;81143;68789;69482;69251;82460;77930;85984;92899;77821;84593;92517;91886;83567;69919;71871;69196;78060;87253;87631;93996;81347;87171;98401;96837;86498;70862;72764;71538;84104;81032;90403;96192;82344;85523;99017;95698;80748;68595;69795;68925;34890;7877;11447;19324;32237;30218;30622
"Kristiansand Kjevik";"Non-scheduled passenger flights";"Domestic flights";"Total passengers on board at departure and arrival";271;420;0;62;566;1144;665;1060;716;560;108;166;11;6;309;261;843;938;781;1161;816;571;90;41;8;126;435;57;7;508;726;497;297;766;519;2;7;176;202;574;2;288;544;537;50;482;596;203;192;154;276;106;25;666;36;248;294;215;50;166;12;4;4;67;51;264;28;135;8;0;3;0;8;11;8;0;28;135;44;469;10;134;124;36;6;0;132;59;290;281;19;124;84;0;4;3;0;0;143;0;407;674;378;604;547;97;2;0;0;0;0;67;504;277;0;133;879;385;0;0;4;0;0;329;606;242;9;154;229;232;0;2;0;137;385;1;0;54;57;38;0
"Kristiansand Kjevik";"Non-scheduled passenger flights";"International flights";"Total passengers on board at departure and arrival";3739;3060;2893;2299;4119;2109;362;2287;4308;5113;2855;2803;3397;2885;2707;1118;2673;1447;380;3174;5328;4239;3229;2982;3589;2885;3408;1430;4355;3385;2074;2709;5823;7237;4776;4606;4291;3982;5079;2084;5480;5778;1848;3443;10792;6440;6161;5130;4288;4262;5965;2607;4976;6599;2704;4933;8717;6017;5742;5863;4998;5075;6352;4448;6734;5296;2672;3924;7794;5792;5710;4182;4560;4023;4176;1558;5085;4544;1183;2905;4514;4453;3647;3648;4318;3355;3171;1158;4193;3281;1337;2976;4160;5546;4129;4289;3654;3327;3243;3525;5300;4271;3138;3196;7148;5662;3475;4820;3294;3288;4208;1783;5401;4961;4080;3741;6479;5895;3612;4046;3313;3341;4149;3699;4641;5115;3451;4588;6506;5821;4698;4211;3328;3706;1619;2;0;1;24;13;46
"Kristiansand Kjevik";"Non-scheduled passenger flights";"Domestic and international flights";"Total passengers on board at departure and arrival";4010;3480;2893;2361;4685;3253;1027;3347;5024;5673;2963;2969;3408;2891;3016;1379;3516;2385;1161;4335;6144;4810;3319;3023;3597;3011;3843;1487;4362;3893;2800;3206;6120;8003;5295;4608;4298;4158;5281;2658;5482;6066;2392;3980;10842;6922;6757;5333;4480;4416;6241;2713;5001;7265;2740;5181;9011;6232;5792;6029;5010;5079;6356;4515;6785;5560;2700;4059;7802;5792;5713;4182;4568;4034;4184;1558;5113;4679;1227;3374;4524;4587;3771;3684;4324;3355;3303;1217;4483;3562;1356;3100;4244;5546;4133;4292;3654;3327;3386;3525;5707;4945;3516;3800;7695;5759;3477;4820;3294;3288;4208;1850;5905;5238;4080;3874;7358;6280;3612;4046;3317;3341;4149;4028;5247;5357;3460;4742;6735;6053;4698;4213;3328;3843;2004;3;0;55;81;51;46
"Kristiansand Kjevik";"Freight";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;5;5;0;0;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kristiansand Kjevik";"Freight";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kristiansand Kjevik";"Freight";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;5;5;0;0;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kristiansand Kjevik";"Helicopter, continental shelf";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;43;0;0;0;18;0;0;0;0;0;0;0;17;0;45;0;0;0;0;0;0;0;0;0;0;83;16;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kristiansand Kjevik";"Helicopter, continental shelf";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kristiansand Kjevik";"Helicopter, continental shelf";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;43;0;0;0;18;0;0;0;0;0;0;0;17;0;45;0;0;0;0;0;0;0;0;0;0;83;16;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kristiansand Kjevik";"Helicopter, other";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;30;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;3;0;0;0;0;56;0;0;0;0;0;0;0;0
"Kristiansand Kjevik";"Helicopter, other";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kristiansand Kjevik";"Helicopter, other";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;30;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;3;0;0;0;0;56;0;0;0;0;0;0;0;0
"Kristiansand Kjevik";"Other commercial flights";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kristiansand Kjevik";"Other commercial flights";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"Kristiansand Kjevik";"Other commercial flights";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"Kristiansund Kvernberget";"All commercial flights";"Domestic flights";"Total passengers on board at departure and arrival";24090;25490;28638;28127;31785;33794;30017;32040;30632;30827;28034;27323;23742;25852;28220;24211;31878;31120;27350;30807;31418;29772;28585;26694;24614;26712;30596;30889;34156;32506;26158;29725;31165;31715;32357;29940;29911;31390;31319;30552;37536;28464;29463;32261;34589;36596;32067;30077;31914;30023;28962;33176;35561;33875;31970;33438;36052;36764;32937;28066;28426;28705;32801;32572;34198;36899;31814;31888;33593;33891;29411;26777;26651;27318;29870;30912;33093;34754;31233;31840;31969;31118;27998;25542;22622;24112;25250;25080;27279;28463;23602;26578;27130;26160;23422;22398;20883;19863;25227;24575;28607;28548;23673;25735;27216;27975;27190;24263;23904;24714;25792;27667;27661;27064;23584;24368;26082;30855;29792;26151;22674;23134;25272;22645;27006;29870;27824;29087;30624;31554;28277;25350;23791;25338;17305;12930;13420;17918;20907;17196;18304
"Kristiansund Kvernberget";"All commercial flights";"International flights";"Total passengers on board at departure and arrival";9;0;0;46;155;766;1530;778;0;0;0;222;24;35;67;57;499;745;1376;431;64;148;13;4;5;34;20;213;14;180;1717;456;432;334;0;0;0;85;36;0;180;949;2068;1518;57;43;140;0;9;4;0;762;136;1116;2765;2056;613;604;713;452;256;223;287;322;223;1396;2842;1475;776;127;228;67;199;36;0;0;0;1078;2506;980;310;0;0;0;2;0;6;6;0;626;3125;452;633;0;0;0;0;0;0;0;169;1007;1701;483;89;358;0;0;0;18;0;0;222;342;1354;1002;894;361;0;0;5;19;0;0;504;1603;3099;1231;2;360;116;136;32;0;12;43;0;50;0;5;13
"Kristiansund Kvernberget";"All commercial flights";"Domestic and international flights";"Total passengers on board at departure and arrival";24099;25490;28638;28173;31940;34560;31547;32818;30632;30827;28034;27545;23766;25887;28287;24268;32377;31865;28726;31238;31482;29920;28598;26698;24619;26746;30616;31102;34170;32686;27875;30181;31597;32049;32357;29940;29911;31475;31355;30552;37716;29413;31531;33779;34646;36639;32207;30077;31923;30027;28962;33938;35697;34991;34735;35494;36665;37368;33650;28518;28682;28928;33088;32894;34421;38295;34656;33363;34369;34018;29639;26844;26850;27354;29870;30912;33093;35832;33739;32820;32279;31118;27998;25542;22624;24112;25256;25086;27279;29089;26727;27030;27763;26160;23422;22398;20883;19863;25227;24575;28776;29555;25374;26218;27305;28333;27190;24263;23904;24732;25792;27667;27883;27406;24938;25370;26976;31216;29792;26151;22679;23153;25272;22645;27510;31473;30923;30318;30626;31914;28393;25486;23823;25338;17317;12973;13420;17968;20907;17201;18317
"Kristiansund Kvernberget";"Scheduled passenger flights";"Domestic flights";"Total passengers on board at departure and arrival";17441;19260;21472;21072;24196;25343;21242;23267;23307;24354;22196;20756;17419;19703;21218;17193;24532;23825;20437;23337;24298;24198;22262;20537;18919;20880;23588;24015;26432;25087;20444;22770;25228;25965;25731;23592;22693;24594;24310;24066;29864;22391;22571;23990;27533;29123;26185;23053;23262;23893;23552;26974;27649;26578;24434;26101;28760;29390;26620;23139;22031;22533;26037;25879;27224;29916;25071;25814;27231;27697;24058;21376;20761;21748;23827;24621;26296;27793;24405;24874;25911;25669;23049;21006;18873;20261;21368;21165;23141;23969;19901;21415;22415;22341;19541;18914;17680;16887;21107;20309;23857;24106;20211;21319;22934;23988;22977;20203;19262;20435;21329;22837;22948;22622;19185;20551;22544;25421;23615;20938;17871;19448;21830;19144;22506;24880;22919;23299;24706;25133;22478;20239;18752;20287;12551;7707;8453;11636;14924;12363;12758
"Kristiansund Kvernberget";"Scheduled passenger flights";"International flights";"Total passengers on board at departure and arrival";0;0;0;30;0;266;24;34;0;0;0;0;24;0;0;0;0;130;456;12;0;0;0;0;0;0;0;19;0;0;0;0;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;123;890;2517;1783;575;569;531;230;228;199;260;307;207;725;1636;1279;418;78;0;0;0;0;0;0;0;284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;631;0;0;0;0;0;0;0;0;538;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kristiansund Kvernberget";"Scheduled passenger flights";"Domestic and international flights";"Total passengers on board at departure and arrival";17441;19260;21472;21102;24196;25609;21266;23301;23307;24354;22196;20756;17443;19703;21218;17193;24532;23955;20893;23349;24298;24198;22262;20537;18919;20880;23588;24034;26432;25087;20444;22770;25366;25965;25731;23592;22693;24594;24310;24066;29864;22391;22571;23990;27533;29123;26185;23053;23262;23893;23552;27010;27772;27468;26951;27884;29335;29959;27151;23369;22259;22732;26297;26186;27431;30641;26707;27093;27649;27775;24058;21376;20761;21748;23827;24621;26296;28077;24405;24874;25911;25669;23049;21006;18873;20261;21368;21165;23141;23969;19901;21415;23046;22341;19541;18914;17680;16887;21107;20309;23857;24644;20211;21319;23017;23988;22977;20203;19262;20435;21329;22837;22948;22622;19185;20551;22544;25421;23615;20938;17871;19448;21830;19144;22506;24962;22919;23299;24706;25133;22478;20239;18752;20287;12551;7707;8453;11636;14924;12363;12758
"Kristiansund Kvernberget";"Non-scheduled passenger flights";"Domestic flights";"Total passengers on board at departure and arrival";77;82;100;81;91;126;78;57;0;2;0;308;146;0;0;4;0;0;0;17;0;0;0;27;42;0;263;146;233;9;0;0;9;0;0;21;35;78;34;0;23;40;0;0;47;43;0;24;0;0;0;144;115;391;560;275;72;58;46;79;48;43;48;67;50;6;112;45;1;9;23;135;44;24;63;74;165;99;12;30;0;24;157;90;0;0;0;0;57;0;0;7;0;0;0;0;0;0;0;6;334;9;0;0;0;0;0;0;0;0;0;130;8;22;14;0;103;7;9;0;0;0;0;8;0;99;0;95;68;0;8;9;0;61;27;395;304;314;327;319;402
"Kristiansund Kvernberget";"Non-scheduled passenger flights";"International flights";"Total passengers on board at departure and arrival";9;0;0;0;155;500;1490;744;0;0;0;222;0;35;67;57;499;606;920;419;64;148;8;4;5;20;20;194;2;180;1715;456;294;334;0;0;0;85;36;0;180;949;2068;1518;47;43;140;0;5;0;0;712;0;226;248;273;38;35;181;222;28;24;7;15;3;671;1206;151;358;0;228;1;147;0;0;0;0;794;2506;980;310;0;0;0;2;0;6;6;0;626;3125;452;2;0;0;0;0;0;0;0;151;469;1701;483;6;358;0;0;0;0;0;0;222;342;1354;1002;894;361;0;0;5;0;0;0;504;1521;3099;1231;2;360;116;136;0;0;0;32;0;50;0;0;0
"Kristiansund Kvernberget";"Non-scheduled passenger flights";"Domestic and international flights";"Total passengers on board at departure and arrival";86;82;100;81;246;626;1568;801;0;2;0;530;146;35;67;61;499;606;920;436;64;148;8;31;47;20;283;340;235;189;1715;456;303;334;0;21;35;163;70;0;203;989;2068;1518;94;86;140;24;5;0;0;856;115;617;808;548;110;93;227;301;76;67;55;82;53;677;1318;196;359;9;251;136;191;24;63;74;165;893;2518;1010;310;24;157;90;2;0;6;6;57;626;3125;459;2;0;0;0;0;0;0;6;485;478;1701;483;6;358;0;0;0;0;0;130;230;364;1368;1002;997;368;9;0;5;0;0;8;504;1620;3099;1326;70;360;124;145;0;61;27;427;304;364;327;319;402
"Kristiansund Kvernberget";"Freight";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kristiansund Kvernberget";"Freight";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kristiansund Kvernberget";"Freight";"Domestic and international flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Kristiansund Kvernberget";"Helicopter, continental shelf";"Domestic flights";"Total passengers on board at departure and arrival";6572;6148;7066;6974;7498;8325;8695;8715;7325;6471;5838;6259;6177;6149;7002;7013;7346;7250;6856;7449;7120;5574;6322;6130;5653;5832;6745;6728;7487;7410;5714;6955;5928;5750;6626;6327;7183;6718;6975;6485;7645;6033;6892;8271;7009;7391;5882;6990;8652;6129;5410;6058;7793;6903;6976;7062;7220;7316;6271;4848;6347;6129;6716;6626;6917;6977;6628;6029;6361;6182;5330;5266;5846;5546;5980;6217;6632;6862;6816;6910;6058;5417;4792;4446;3744;3851;3876;3915;4079;4494;3698;5156;4715;3819;3881;3465;3203;2976;4120;4260;4416;4431;3462;4413;4282;3987;4213;4060;4642;4279;4463;4700;4705;4420;4385;3814;3435;5427;6168;5213;4803;3686;3442;3484;4500;4891;4905;5692;5842;6421;5791;5102;5039;4990;4727;4828;4663;5968;5656;4514;5144
"Kristiansund Kvernberget";"Helicopter, continental shelf";"International flights";"Total passengers on board at departure and arrival";0;0;0;16;0;0;16;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;5;0;0;14;0;0;12;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;4;4;0;14;13;0;0;0;0;0;1;0;0;0;20;0;13;0;0;45;0;49;0;66;52;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;32;0;12;11;0;0;0;5;13
"Kristiansund Kvernberget";"Helicopter, continental shelf";"Domestic and international flights";"Total passengers on board at departure and arrival";6572;6148;7066;6990;7498;8325;8711;8715;7325;6471;5838;6259;6177;6149;7002;7013;7346;7259;6856;7449;7120;5574;6327;6130;5653;5846;6745;6728;7499;7410;5716;6955;5928;5750;6626;6327;7183;6718;6975;6485;7645;6033;6892;8271;7019;7391;5882;6990;8656;6133;5410;6072;7806;6903;6976;7062;7220;7316;6272;4848;6347;6129;6736;6626;6930;6977;6628;6074;6361;6231;5330;5332;5898;5582;5980;6217;6632;6862;6816;6910;6058;5417;4792;4446;3744;3851;3876;3915;4079;4494;3698;5156;4715;3819;3881;3465;3203;2976;4120;4260;4434;4431;3462;4413;4282;3987;4213;4060;4642;4297;4463;4700;4705;4420;4385;3814;3435;5427;6168;5213;4803;3705;3442;3484;4500;4891;4905;5692;5842;6421;5791;5102;5071;4990;4739;4839;4663;5968;5656;4519;5157
"Kristiansund Kvernberget";"Helicopter, other";"Domestic flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;45;57;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;39;0;10;0;1;0;0;4;3;0;0;0;0;0;0;0;0;0;0;7;0;3;0;0;3;0;0;0;0;0;0;0;0;0;26;0;8;0;0;5;0;6;0;2;0;3;0;0;0;0;19;0;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;9;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0
"Kristiansund Kvernberget";"Helicopter, other";"International flights";"Total passengers on board at departure and arrival";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
